Date,Product,Category,Price,Sales_Quantity,Revenue,Region,Customer_Rating
10-10-2023,Engage Deodorants,Personal Care,282,698,196836,South,4.4
10-10-2023,Candyman Toffees,Food,274,696,190704,East,4.8
11-10-2023,Aashirvaad Atta,Food,143,675,96525,North,4.7
11-10-2023,Sunfeast Biscuits,Food,213,622,132486,North,3.5
11-10-2023,Bingo Chips,Food,264,134,35376,South,5
11-10-2023,Yippee Noodles,Food,173,141,24393,North,3.6
11-10-2023,Classmate Notebooks,Stationery,262,813,213006,East,4.8
11-10-2023,Fiama Shower Gel,Personal Care,177,615,108855,North,3.5
11-10-2023,Vivel Soap,Personal Care,115,186,21390,South,4.3
11-10-2023,ITC Master Chef Frozen Foods,Food,56,54,3024,West,3.6
11-10-2023,Engage Deodorants,Personal Care,159,855,135945,West,5
11-10-2023,Candyman Toffees,Food,124,756,93744,East,4.4
12-10-2023,Aashirvaad Atta,Food,91,715,65065,South,3.5
12-10-2023,Sunfeast Biscuits,Food,131,301,39431,East,3.9
12-10-2023,Bingo Chips,Food,98,524,51352,East,3.8
12-10-2023,Yippee Noodles,Food,289,121,34969,North,4.3
12-10-2023,Classmate Notebooks,Stationery,103,422,43466,West,4.7
12-10-2023,Fiama Shower Gel,Personal Care,161,541,87101,West,4.3
12-10-2023,Vivel Soap,Personal Care,71,303,21513,South,4.4
12-10-2023,ITC Master Chef Frozen Foods,Food,254,926,235204,North,4.3
12-10-2023,Engage Deodorants,Personal Care,269,633,170277,North,3.8
12-10-2023,Candyman Toffees,Food,66,267,17622,West,4.7
13-10-2023,Aashirvaad Atta,Food,182,780,141960,South,3.5
13-10-2023,Sunfeast Biscuits,Food,40,417,16680,West,4.7
13-10-2023,Bingo Chips,Food,81,888,71928,North,3.6
13-10-2023,Yippee Noodles,Food,281,732,205692,South,4.8
13-10-2023,Classmate Notebooks,Stationery,265,130,34450,South,3.8
13-10-2023,Fiama Shower Gel,Personal Care,244,602,146888,South,4.3
13-10-2023,Vivel Soap,Personal Care,68,906,61608,West,5
13-10-2023,ITC Master Chef Frozen Foods,Food,89,183,16287,West,4.4
13-10-2023,Engage Deodorants,Personal Care,175,986,172550,South,4.7
13-10-2023,Candyman Toffees,Food,80,775,62000,North,3.6
14-10-2023,Aashirvaad Atta,Food,295,746,220070,East,4.6
14-10-2023,Sunfeast Biscuits,Food,251,207,51957,East,3.9
14-10-2023,Bingo Chips,Food,292,969,282948,West,4.4
14-10-2023,Yippee Noodles,Food,252,579,145908,West,4
14-10-2023,Classmate Notebooks,Stationery,149,738,109962,West,3.9
14-10-2023,Fiama Shower Gel,Personal Care,31,221,6851,North,4.6
14-10-2023,Vivel Soap,Personal Care,290,413,119770,East,3.6
14-10-2023,ITC Master Chef Frozen Foods,Food,289,68,19652,East,4.6
14-10-2023,Engage Deodorants,Personal Care,274,161,44114,South,4.6
14-10-2023,Candyman Toffees,Food,177,270,47790,East,4.8
15-10-2023,Aashirvaad Atta,Food,179,424,75896,South,4.4
15-10-2023,Sunfeast Biscuits,Food,23,792,18216,South,4.7
15-10-2023,Bingo Chips,Food,46,614,28244,West,3.6
15-10-2023,Yippee Noodles,Food,47,748,35156,East,4.2
15-10-2023,Classmate Notebooks,Stationery,44,776,34144,South,4.6
15-10-2023,Fiama Shower Gel,Personal Care,261,57,14877,West,4.4
15-10-2023,Vivel Soap,Personal Care,140,785,109900,South,4.4
15-10-2023,ITC Master Chef Frozen Foods,Food,261,657,171477,South,4.9
15-10-2023,Engage Deodorants,Personal Care,132,235,31020,East,4
15-10-2023,Candyman Toffees,Food,14,638,8932,North,4
16-10-2023,Aashirvaad Atta,Food,214,816,174624,North,4.6
16-10-2023,Sunfeast Biscuits,Food,17,458,7786,West,4.8
16-10-2023,Bingo Chips,Food,37,767,28379,West,3.8
16-10-2023,Yippee Noodles,Food,137,816,111792,East,4.5
16-10-2023,Classmate Notebooks,Stationery,216,367,79272,North,4.6
16-10-2023,Fiama Shower Gel,Personal Care,114,397,45258,North,4.1
16-10-2023,Vivel Soap,Personal Care,53,786,41658,West,4.3
16-10-2023,ITC Master Chef Frozen Foods,Food,185,703,130055,South,3.9
16-10-2023,Engage Deodorants,Personal Care,144,768,110592,East,3.7
16-10-2023,Candyman Toffees,Food,252,616,155232,West,4.9
17-10-2023,Aashirvaad Atta,Food,65,576,37440,East,4.5
17-10-2023,Sunfeast Biscuits,Food,97,658,63826,North,3.8
17-10-2023,Bingo Chips,Food,224,734,164416,North,4.9
17-10-2023,Yippee Noodles,Food,191,552,105432,North,4.5
17-10-2023,Classmate Notebooks,Stationery,240,432,103680,West,4.3
17-10-2023,Fiama Shower Gel,Personal Care,124,439,54436,West,3.6
17-10-2023,Vivel Soap,Personal Care,27,833,22491,North,4.2
17-10-2023,ITC Master Chef Frozen Foods,Food,201,281,56481,South,4.6
17-10-2023,Engage Deodorants,Personal Care,227,327,74229,North,4.5
17-10-2023,Candyman Toffees,Food,38,519,19722,West,4.2
18-10-2023,Aashirvaad Atta,Food,18,73,1314,North,4.9
18-10-2023,Sunfeast Biscuits,Food,181,918,166158,North,3.6
18-10-2023,Bingo Chips,Food,85,213,18105,West,4.7
18-10-2023,Yippee Noodles,Food,254,526,133604,North,4.8
18-10-2023,Classmate Notebooks,Stationery,253,723,182919,North,5
18-10-2023,Fiama Shower Gel,Personal Care,170,440,74800,East,3.5
18-10-2023,Vivel Soap,Personal Care,104,999,103896,South,4.9
18-10-2023,ITC Master Chef Frozen Foods,Food,230,684,157320,North,4.6
18-10-2023,Engage Deodorants,Personal Care,282,422,119004,West,4
18-10-2023,Candyman Toffees,Food,134,386,51724,South,3.8
19-10-2023,Aashirvaad Atta,Food,148,888,131424,North,4.5
19-10-2023,Sunfeast Biscuits,Food,245,609,149205,North,4.1
19-10-2023,Bingo Chips,Food,108,965,104220,North,4
19-10-2023,Yippee Noodles,Food,188,893,167884,North,4.1
19-10-2023,Classmate Notebooks,Stationery,46,695,31970,South,3.7
19-10-2023,Fiama Shower Gel,Personal Care,17,565,9605,North,4.1
19-10-2023,Vivel Soap,Personal Care,34,704,23936,North,3.5
19-10-2023,ITC Master Chef Frozen Foods,Food,52,474,24648,South,4.4
19-10-2023,Engage Deodorants,Personal Care,101,366,36966,North,3.9
19-10-2023,Candyman Toffees,Food,93,595,55335,West,4.8
20-10-2023,Aashirvaad Atta,Food,206,535,110210,East,4.7
20-10-2023,Sunfeast Biscuits,Food,241,56,13496,West,4
20-10-2023,Bingo Chips,Food,61,704,42944,West,4.1
20-10-2023,Yippee Noodles,Food,230,477,109710,North,5
20-10-2023,Classmate Notebooks,Stationery,58,326,18908,South,3.8
20-10-2023,Fiama Shower Gel,Personal Care,24,283,6792,East,4.4
20-10-2023,Vivel Soap,Personal Care,102,666,67932,East,3.8
20-10-2023,ITC Master Chef Frozen Foods,Food,190,618,117420,East,4.8
20-10-2023,Engage Deodorants,Personal Care,52,696,36192,West,3.6
20-10-2023,Candyman Toffees,Food,206,694,142964,North,4.2
21-10-2023,Aashirvaad Atta,Food,229,385,88165,South,4.2
21-10-2023,Sunfeast Biscuits,Food,264,563,148632,South,3.9
21-10-2023,Bingo Chips,Food,158,759,119922,South,4.5
21-10-2023,Yippee Noodles,Food,117,502,58734,West,3.9
21-10-2023,Classmate Notebooks,Stationery,35,643,22505,North,4.7
21-10-2023,Fiama Shower Gel,Personal Care,109,305,33245,North,3.5
21-10-2023,Vivel Soap,Personal Care,72,360,25920,North,4.8
21-10-2023,ITC Master Chef Frozen Foods,Food,114,886,101004,East,4.3
21-10-2023,Engage Deodorants,Personal Care,220,461,101420,West,3.5
21-10-2023,Candyman Toffees,Food,168,94,15792,East,4.6
22-10-2023,Aashirvaad Atta,Food,174,242,42108,South,4
22-10-2023,Sunfeast Biscuits,Food,74,436,32264,North,3.5
22-10-2023,Bingo Chips,Food,291,840,244440,West,4.7
22-10-2023,Yippee Noodles,Food,226,369,83394,East,4.4
22-10-2023,Classmate Notebooks,Stationery,114,745,84930,West,4.5
22-10-2023,Fiama Shower Gel,Personal Care,114,96,10944,North,4
22-10-2023,Vivel Soap,Personal Care,138,819,113022,South,3.7
22-10-2023,ITC Master Chef Frozen Foods,Food,81,535,43335,East,4.9
22-10-2023,Engage Deodorants,Personal Care,38,320,12160,North,4.5
22-10-2023,Candyman Toffees,Food,69,156,10764,East,4.4
23-10-2023,Aashirvaad Atta,Food,155,613,95015,West,4.8
23-10-2023,Sunfeast Biscuits,Food,98,877,85946,West,3.9
23-10-2023,Bingo Chips,Food,284,295,83780,South,4.5
23-10-2023,Yippee Noodles,Food,175,177,30975,East,5
23-10-2023,Classmate Notebooks,Stationery,116,177,20532,South,4.7
23-10-2023,Fiama Shower Gel,Personal Care,152,444,67488,East,4.4
23-10-2023,Vivel Soap,Personal Care,289,382,110398,West,4.1
23-10-2023,ITC Master Chef Frozen Foods,Food,22,506,11132,South,4.3
23-10-2023,Engage Deodorants,Personal Care,129,342,44118,North,4.9
23-10-2023,Candyman Toffees,Food,69,299,20631,East,3.8
24-10-2023,Aashirvaad Atta,Food,53,932,49396,West,4.9
24-10-2023,Sunfeast Biscuits,Food,87,275,23925,North,4.1
24-10-2023,Bingo Chips,Food,141,497,70077,South,4.8
24-10-2023,Yippee Noodles,Food,153,827,126531,East,4.8
24-10-2023,Classmate Notebooks,Stationery,284,236,67024,East,4.8
24-10-2023,Fiama Shower Gel,Personal Care,273,571,155883,North,3.5
24-10-2023,Vivel Soap,Personal Care,280,136,38080,South,3.9
24-10-2023,ITC Master Chef Frozen Foods,Food,37,75,2775,West,3.7
24-10-2023,Engage Deodorants,Personal Care,76,184,13984,East,3.8
24-10-2023,Candyman Toffees,Food,83,580,48140,West,4.6
25-10-2023,Aashirvaad Atta,Food,156,534,83304,North,4.9
25-10-2023,Sunfeast Biscuits,Food,52,956,49712,North,4.8
25-10-2023,Bingo Chips,Food,37,516,19092,South,4
25-10-2023,Yippee Noodles,Food,110,600,66000,West,3.8
25-10-2023,Classmate Notebooks,Stationery,179,345,61755,South,4.7
25-10-2023,Fiama Shower Gel,Personal Care,165,123,20295,South,3.5
25-10-2023,Vivel Soap,Personal Care,76,504,38304,West,4.4
25-10-2023,ITC Master Chef Frozen Foods,Food,236,397,93692,South,4
25-10-2023,Engage Deodorants,Personal Care,111,530,58830,North,3.9
25-10-2023,Candyman Toffees,Food,100,753,75300,South,4.3
26-10-2023,Aashirvaad Atta,Food,110,787,86570,South,4.3
26-10-2023,Sunfeast Biscuits,Food,259,609,157731,South,4.1
26-10-2023,Bingo Chips,Food,42,93,3906,North,4.5
26-10-2023,Yippee Noodles,Food,296,925,273800,West,4.1
26-10-2023,Classmate Notebooks,Stationery,181,573,103713,North,4.4
26-10-2023,Fiama Shower Gel,Personal Care,253,713,180389,West,4
26-10-2023,Vivel Soap,Personal Care,22,652,14344,West,4.6
26-10-2023,ITC Master Chef Frozen Foods,Food,285,889,253365,South,3.9
26-10-2023,Engage Deodorants,Personal Care,293,179,52447,West,3.6
26-10-2023,Candyman Toffees,Food,22,774,17028,East,3.9
27-10-2023,Aashirvaad Atta,Food,32,351,11232,South,4.1
27-10-2023,Sunfeast Biscuits,Food,70,164,11480,North,3.5
27-10-2023,Bingo Chips,Food,76,810,61560,South,3.7
27-10-2023,Yippee Noodles,Food,181,551,99731,West,4.7
27-10-2023,Classmate Notebooks,Stationery,63,507,31941,South,3.8
27-10-2023,Fiama Shower Gel,Personal Care,129,752,97008,West,3.8
27-10-2023,Vivel Soap,Personal Care,56,271,15176,West,4.5
27-10-2023,ITC Master Chef Frozen Foods,Food,168,938,157584,East,3.9
27-10-2023,Engage Deodorants,Personal Care,159,454,72186,North,4.7
27-10-2023,Candyman Toffees,Food,94,607,57058,East,4.3
28-10-2023,Aashirvaad Atta,Food,222,528,117216,South,3.9
28-10-2023,Sunfeast Biscuits,Food,21,753,15813,North,4.9
28-10-2023,Bingo Chips,Food,153,907,138771,South,3.7
28-10-2023,Yippee Noodles,Food,241,319,76879,South,4
28-10-2023,Classmate Notebooks,Stationery,231,101,23331,North,4
28-10-2023,Fiama Shower Gel,Personal Care,38,68,2584,East,4.2
28-10-2023,Vivel Soap,Personal Care,126,667,84042,North,4.6
28-10-2023,ITC Master Chef Frozen Foods,Food,236,913,215468,West,4
28-10-2023,Engage Deodorants,Personal Care,282,209,58938,West,3.7
28-10-2023,Candyman Toffees,Food,265,229,60685,West,4
29-10-2023,Aashirvaad Atta,Food,203,517,104951,North,4.3
29-10-2023,Sunfeast Biscuits,Food,67,142,9514,West,4.6
29-10-2023,Bingo Chips,Food,241,823,198343,South,4.2
29-10-2023,Yippee Noodles,Food,119,505,60095,South,4.8
29-10-2023,Classmate Notebooks,Stationery,23,182,4186,South,4.3
29-10-2023,Fiama Shower Gel,Personal Care,217,862,187054,East,4.4
29-10-2023,Vivel Soap,Personal Care,164,639,104796,North,4
29-10-2023,ITC Master Chef Frozen Foods,Food,42,861,36162,East,3.6
29-10-2023,Engage Deodorants,Personal Care,16,209,3344,East,4.2
29-10-2023,Candyman Toffees,Food,33,775,25575,West,4
30-10-2023,Aashirvaad Atta,Food,113,776,87688,South,4.8
30-10-2023,Sunfeast Biscuits,Food,212,337,71444,South,4
30-10-2023,Bingo Chips,Food,225,530,119250,East,4.4
30-10-2023,Yippee Noodles,Food,193,76,14668,South,3.5
30-10-2023,Classmate Notebooks,Stationery,112,552,61824,West,3.9
30-10-2023,Fiama Shower Gel,Personal Care,254,866,219964,North,4
30-10-2023,Vivel Soap,Personal Care,134,586,78524,West,3.6
30-10-2023,ITC Master Chef Frozen Foods,Food,14,580,8120,South,4.3
30-10-2023,Engage Deodorants,Personal Care,130,81,10530,North,3.6
30-10-2023,Candyman Toffees,Food,186,391,72726,North,4.2
31-10-2023,Aashirvaad Atta,Food,274,137,37538,South,4.2
31-10-2023,Sunfeast Biscuits,Food,128,982,125696,West,3.6
31-10-2023,Bingo Chips,Food,242,655,158510,South,4.3
31-10-2023,Yippee Noodles,Food,291,793,230763,West,4.7
31-10-2023,Classmate Notebooks,Stationery,55,575,31625,West,4.7
31-10-2023,Fiama Shower Gel,Personal Care,12,77,924,East,4.5
31-10-2023,Vivel Soap,Personal Care,184,163,29992,East,3.5
31-10-2023,ITC Master Chef Frozen Foods,Food,259,620,160580,East,3.7
31-10-2023,Engage Deodorants,Personal Care,243,352,85536,North,4.1
31-10-2023,Candyman Toffees,Food,122,670,81740,North,4.2
01-11-2023,Aashirvaad Atta,Food,106,896,94976,South,4.7
01-11-2023,Sunfeast Biscuits,Food,239,439,104921,East,4.5
01-11-2023,Bingo Chips,Food,269,873,234837,South,3.8
01-11-2023,Yippee Noodles,Food,104,617,64168,East,4.2
01-11-2023,Classmate Notebooks,Stationery,18,752,13536,South,4
01-11-2023,Fiama Shower Gel,Personal Care,170,648,110160,West,4.3
01-11-2023,Vivel Soap,Personal Care,150,687,103050,West,4.7
01-11-2023,ITC Master Chef Frozen Foods,Food,57,940,53580,North,4.8
01-11-2023,Engage Deodorants,Personal Care,145,189,27405,South,4.3
01-11-2023,Candyman Toffees,Food,59,307,18113,West,3.8
02-11-2023,Aashirvaad Atta,Food,279,183,51057,West,3.8
02-11-2023,Sunfeast Biscuits,Food,263,144,37872,North,3.7
02-11-2023,Bingo Chips,Food,277,290,80330,West,4.6
02-11-2023,Yippee Noodles,Food,249,650,161850,North,3.6
02-11-2023,Classmate Notebooks,Stationery,34,321,10914,East,4.3
02-11-2023,Fiama Shower Gel,Personal Care,259,136,35224,North,4.4
02-11-2023,Vivel Soap,Personal Care,288,687,197856,West,5
02-11-2023,ITC Master Chef Frozen Foods,Food,150,917,137550,South,4.6
02-11-2023,Engage Deodorants,Personal Care,72,343,24696,South,4.4
02-11-2023,Candyman Toffees,Food,189,89,16821,West,3.6
03-11-2023,Aashirvaad Atta,Food,113,786,88818,East,4
03-11-2023,Sunfeast Biscuits,Food,237,749,177513,South,3.7
03-11-2023,Bingo Chips,Food,31,392,12152,East,4
03-11-2023,Yippee Noodles,Food,188,647,121636,North,4.7
03-11-2023,Classmate Notebooks,Stationery,37,555,20535,West,4.4
03-11-2023,Fiama Shower Gel,Personal Care,289,915,264435,North,4.3
03-11-2023,Vivel Soap,Personal Care,77,275,21175,North,4.5
03-11-2023,ITC Master Chef Frozen Foods,Food,187,904,169048,East,4.7
03-11-2023,Engage Deodorants,Personal Care,232,428,99296,South,4.2
03-11-2023,Candyman Toffees,Food,98,174,17052,North,4.7
04-11-2023,Aashirvaad Atta,Food,256,545,139520,East,4.4
04-11-2023,Sunfeast Biscuits,Food,77,782,60214,South,4.4
04-11-2023,Bingo Chips,Food,29,338,9802,West,4.3
04-11-2023,Yippee Noodles,Food,261,126,32886,West,4.5
04-11-2023,Classmate Notebooks,Stationery,182,924,168168,West,4.6
04-11-2023,Fiama Shower Gel,Personal Care,217,635,137795,West,4.3
04-11-2023,Vivel Soap,Personal Care,21,941,19761,East,4.6
04-11-2023,ITC Master Chef Frozen Foods,Food,181,657,118917,North,4.7
04-11-2023,Engage Deodorants,Personal Care,188,625,117500,East,4
04-11-2023,Candyman Toffees,Food,281,368,103408,North,4.3
05-11-2023,Aashirvaad Atta,Food,118,834,98412,West,4.1
05-11-2023,Sunfeast Biscuits,Food,67,529,35443,East,4.9
05-11-2023,Bingo Chips,Food,70,418,29260,South,4.2
05-11-2023,Yippee Noodles,Food,79,66,5214,North,4.3
05-11-2023,Classmate Notebooks,Stationery,29,364,10556,North,3.7
05-11-2023,Fiama Shower Gel,Personal Care,111,937,104007,North,4.1
05-11-2023,Vivel Soap,Personal Care,92,434,39928,East,3.9
05-11-2023,ITC Master Chef Frozen Foods,Food,196,567,111132,South,4.7
05-11-2023,Engage Deodorants,Personal Care,147,100,14700,West,4.7
05-11-2023,Candyman Toffees,Food,96,117,11232,South,4
06-11-2023,Aashirvaad Atta,Food,228,106,24168,West,4.3
06-11-2023,Sunfeast Biscuits,Food,175,111,19425,North,5
06-11-2023,Bingo Chips,Food,208,227,47216,South,3.9
06-11-2023,Yippee Noodles,Food,255,580,147900,West,4.7
06-11-2023,Classmate Notebooks,Stationery,115,798,91770,South,4.1
06-11-2023,Fiama Shower Gel,Personal Care,90,711,63990,South,4.6
06-11-2023,Vivel Soap,Personal Care,233,975,227175,South,4
06-11-2023,ITC Master Chef Frozen Foods,Food,283,755,213665,North,4.1
06-11-2023,Engage Deodorants,Personal Care,35,518,18130,West,4.4
06-11-2023,Candyman Toffees,Food,35,83,2905,West,4.9
07-11-2023,Aashirvaad Atta,Food,192,924,177408,South,3.6
07-11-2023,Sunfeast Biscuits,Food,177,680,120360,North,3.9
07-11-2023,Bingo Chips,Food,71,95,6745,East,3.8
07-11-2023,Yippee Noodles,Food,62,753,46686,West,4.6
07-11-2023,Classmate Notebooks,Stationery,25,409,10225,South,4.2
07-11-2023,Fiama Shower Gel,Personal Care,150,669,100350,North,3.5
07-11-2023,Vivel Soap,Personal Care,299,258,77142,North,4.6
07-11-2023,ITC Master Chef Frozen Foods,Food,161,339,54579,East,4.7
07-11-2023,Engage Deodorants,Personal Care,216,304,65664,North,4.9
07-11-2023,Candyman Toffees,Food,105,990,103950,North,4
08-11-2023,Aashirvaad Atta,Food,127,54,6858,East,4.7
08-11-2023,Sunfeast Biscuits,Food,30,713,21390,South,4.1
08-11-2023,Bingo Chips,Food,286,871,249106,West,4.4
08-11-2023,Yippee Noodles,Food,120,518,62160,West,4.8
08-11-2023,Classmate Notebooks,Stationery,66,300,19800,South,4.7
08-11-2023,Fiama Shower Gel,Personal Care,171,169,28899,East,4.3
08-11-2023,Vivel Soap,Personal Care,108,216,23328,South,4.6
08-11-2023,ITC Master Chef Frozen Foods,Food,11,713,7843,North,3.7
08-11-2023,Engage Deodorants,Personal Care,78,682,53196,East,4.6
08-11-2023,Candyman Toffees,Food,102,317,32334,East,4.3
09-11-2023,Aashirvaad Atta,Food,121,370,44770,West,4.4
09-11-2023,Sunfeast Biscuits,Food,71,349,24779,West,5
09-11-2023,Bingo Chips,Food,64,669,42816,North,3.9
09-11-2023,Yippee Noodles,Food,231,527,121737,North,4.5
09-11-2023,Classmate Notebooks,Stationery,169,215,36335,South,4.9
09-11-2023,Fiama Shower Gel,Personal Care,257,616,158312,North,4.9
09-11-2023,Vivel Soap,Personal Care,77,182,14014,South,4.5
09-11-2023,ITC Master Chef Frozen Foods,Food,147,223,32781,East,4.4
09-11-2023,Engage Deodorants,Personal Care,163,744,121272,North,4
09-11-2023,Candyman Toffees,Food,36,451,16236,South,4.9
10-11-2023,Aashirvaad Atta,Food,259,923,239057,South,4.9
10-11-2023,Sunfeast Biscuits,Food,30,201,6030,West,4.4
10-11-2023,Bingo Chips,Food,104,495,51480,North,4.1
10-11-2023,Yippee Noodles,Food,267,883,235761,South,4.7
10-11-2023,Classmate Notebooks,Stationery,245,211,51695,North,3.7
10-11-2023,Fiama Shower Gel,Personal Care,77,222,17094,North,4
10-11-2023,Vivel Soap,Personal Care,179,608,108832,North,4.4
10-11-2023,ITC Master Chef Frozen Foods,Food,133,854,113582,South,4.3
10-11-2023,Engage Deodorants,Personal Care,284,255,72420,West,4.1
10-11-2023,Candyman Toffees,Food,102,91,9282,East,4.8
11-11-2023,Aashirvaad Atta,Food,74,414,30636,East,3.9
11-11-2023,Sunfeast Biscuits,Food,33,589,19437,North,4.7
11-11-2023,Bingo Chips,Food,238,69,16422,South,3.8
11-11-2023,Yippee Noodles,Food,145,958,138910,North,3.5
11-11-2023,Classmate Notebooks,Stationery,82,464,38048,South,3.8
11-11-2023,Fiama Shower Gel,Personal Care,218,83,18094,West,4.2
11-11-2023,Vivel Soap,Personal Care,124,574,71176,North,3.5
11-11-2023,ITC Master Chef Frozen Foods,Food,266,138,36708,West,4.7
11-11-2023,Engage Deodorants,Personal Care,237,741,175617,North,4.8
11-11-2023,Candyman Toffees,Food,135,183,24705,West,3.6
12-11-2023,Aashirvaad Atta,Food,185,884,163540,South,4.3
12-11-2023,Sunfeast Biscuits,Food,152,853,129656,West,4.4
12-11-2023,Bingo Chips,Food,215,692,148780,South,4.1
12-11-2023,Yippee Noodles,Food,76,431,32756,East,4.9
12-11-2023,Classmate Notebooks,Stationery,19,538,10222,West,4.7
12-11-2023,Fiama Shower Gel,Personal Care,297,508,150876,West,4
12-11-2023,Vivel Soap,Personal Care,177,999,176823,South,3.7
12-11-2023,ITC Master Chef Frozen Foods,Food,205,594,121770,West,3.9
12-11-2023,Engage Deodorants,Personal Care,191,708,135228,East,4.3
12-11-2023,Candyman Toffees,Food,79,305,24095,North,4.1
13-11-2023,Aashirvaad Atta,Food,268,52,13936,East,4.6
13-11-2023,Sunfeast Biscuits,Food,185,756,139860,East,4.6
13-11-2023,Bingo Chips,Food,143,837,119691,West,3.7
13-11-2023,Yippee Noodles,Food,164,326,53464,South,4.1
13-11-2023,Classmate Notebooks,Stationery,22,391,8602,South,4.5
13-11-2023,Fiama Shower Gel,Personal Care,155,208,32240,South,4.2
13-11-2023,Vivel Soap,Personal Care,46,838,38548,East,4.3
13-11-2023,ITC Master Chef Frozen Foods,Food,241,877,211357,East,4.5
13-11-2023,Engage Deodorants,Personal Care,120,685,82200,South,3.8
13-11-2023,Candyman Toffees,Food,124,139,17236,East,3.9
14-11-2023,Aashirvaad Atta,Food,36,778,28008,West,3.9
14-11-2023,Sunfeast Biscuits,Food,224,782,175168,East,4.3
14-11-2023,Bingo Chips,Food,275,512,140800,North,3.8
14-11-2023,Yippee Noodles,Food,137,772,105764,North,3.9
14-11-2023,Classmate Notebooks,Stationery,23,99,2277,North,4
14-11-2023,Fiama Shower Gel,Personal Care,25,488,12200,West,3.6
14-11-2023,Vivel Soap,Personal Care,114,181,20634,West,3.9
14-11-2023,ITC Master Chef Frozen Foods,Food,282,672,189504,West,5
14-11-2023,Engage Deodorants,Personal Care,47,406,19082,North,4.6
14-11-2023,Candyman Toffees,Food,57,59,3363,North,4.8
15-11-2023,Aashirvaad Atta,Food,13,93,1209,East,4.2
15-11-2023,Sunfeast Biscuits,Food,237,163,38631,South,4.3
15-11-2023,Bingo Chips,Food,264,515,135960,West,4.4
15-11-2023,Yippee Noodles,Food,78,558,43524,East,3.5
15-11-2023,Classmate Notebooks,Stationery,45,466,20970,East,4.2
15-11-2023,Fiama Shower Gel,Personal Care,81,297,24057,West,4.6
15-11-2023,Vivel Soap,Personal Care,291,371,107961,North,4.6
15-11-2023,ITC Master Chef Frozen Foods,Food,272,668,181696,North,3.9
15-11-2023,Engage Deodorants,Personal Care,105,444,46620,South,4.3
15-11-2023,Candyman Toffees,Food,189,969,183141,West,3.6
16-11-2023,Aashirvaad Atta,Food,17,492,8364,West,4
16-11-2023,Sunfeast Biscuits,Food,155,140,21700,South,4.8
16-11-2023,Bingo Chips,Food,14,643,9002,South,4.2
16-11-2023,Yippee Noodles,Food,90,631,56790,South,4.8
16-11-2023,Classmate Notebooks,Stationery,151,471,71121,East,4.7
16-11-2023,Fiama Shower Gel,Personal Care,121,466,56386,North,4.2
16-11-2023,Vivel Soap,Personal Care,137,234,32058,North,4.1
16-11-2023,ITC Master Chef Frozen Foods,Food,126,119,14994,South,4
16-11-2023,Engage Deodorants,Personal Care,141,617,86997,North,4.3
16-11-2023,Candyman Toffees,Food,146,553,80738,West,4.1
17-11-2023,Aashirvaad Atta,Food,180,524,94320,North,4.6
17-11-2023,Sunfeast Biscuits,Food,66,230,15180,East,4.1
17-11-2023,Bingo Chips,Food,227,665,150955,North,4.8
17-11-2023,Yippee Noodles,Food,165,614,101310,West,4.7
17-11-2023,Classmate Notebooks,Stationery,196,925,181300,South,3.8
17-11-2023,Fiama Shower Gel,Personal Care,220,74,16280,West,4.1
17-11-2023,Vivel Soap,Personal Care,33,813,26829,South,3.6
17-11-2023,ITC Master Chef Frozen Foods,Food,75,959,71925,South,3.9
17-11-2023,Engage Deodorants,Personal Care,105,737,77385,South,4.4
17-11-2023,Candyman Toffees,Food,113,894,101022,East,4.7
18-11-2023,Aashirvaad Atta,Food,291,957,278487,South,4.5
18-11-2023,Sunfeast Biscuits,Food,219,798,174762,North,3.9
18-11-2023,Bingo Chips,Food,124,204,25296,East,5
18-11-2023,Yippee Noodles,Food,208,120,24960,West,4.8
18-11-2023,Classmate Notebooks,Stationery,76,542,41192,East,4.2
18-11-2023,Fiama Shower Gel,Personal Care,222,230,51060,East,4.4
18-11-2023,Vivel Soap,Personal Care,96,746,71616,South,4.6
18-11-2023,ITC Master Chef Frozen Foods,Food,258,687,177246,North,3.5
18-11-2023,Engage Deodorants,Personal Care,13,137,1781,East,4.3
18-11-2023,Candyman Toffees,Food,268,652,174736,East,4.8
19-11-2023,Aashirvaad Atta,Food,90,976,87840,South,3.8
19-11-2023,Sunfeast Biscuits,Food,135,930,125550,North,4.3
19-11-2023,Bingo Chips,Food,239,509,121651,North,3.7
19-11-2023,Yippee Noodles,Food,29,930,26970,East,3.6
19-11-2023,Classmate Notebooks,Stationery,38,609,23142,East,3.6
19-11-2023,Fiama Shower Gel,Personal Care,267,65,17355,South,3.7
19-11-2023,Vivel Soap,Personal Care,142,361,51262,East,4.3
19-11-2023,ITC Master Chef Frozen Foods,Food,41,354,14514,North,5
19-11-2023,Engage Deodorants,Personal Care,68,774,52632,South,4.8
19-11-2023,Candyman Toffees,Food,285,979,279015,West,3.9
20-11-2023,Aashirvaad Atta,Food,66,746,49236,North,3.9
20-11-2023,Sunfeast Biscuits,Food,261,423,110403,West,3.7
20-11-2023,Bingo Chips,Food,15,979,14685,West,4.6
20-11-2023,Yippee Noodles,Food,288,431,124128,East,4.2
20-11-2023,Classmate Notebooks,Stationery,53,666,35298,South,4.3
20-11-2023,Fiama Shower Gel,Personal Care,190,575,109250,West,4
